Fe,Ti,Ca,Si,Al,Mg,Na,date,timestamp,lat,lon
11.3984,9.77721,11.6716,1.11795,5.72485,12.4504,2.85964,2019-09-14,2019-09-14 01:29:30,-46.244575,106.25475
7.53461,1.81161,5.10303,25.1297,6.60172,4.39646,4.4229,2019-09-14,2019-09-14 01:01:38,-47.5562,-71.210875
5.0,1.0,9.0,21.0,14.0,5.0,0.5,2019-09-14,2019-09-14 10:14:58,77.26955,-82.2619
1.0392,5.14357,5.00013,13.8619,5.24402,19.7622,4.94893,2019-09-14,2019-09-14 18:20:35,48.099625,-83.153525
1.0377,0.00426699,5.06067,10.1702,13.7735,19.9675,4.98623,2019-09-14,2019-09-14 10:15:22,76.092325,-81.84125
1.03256,0.0345094,5.00289,4.19901,19.9062,19.8576,4.96731,2019-09-14,2019-09-14 22:28:27,18.36575,-84.55125
1.19728,15.5977,6.63913,8.58068,7.02178,12.7698,3.19365,2019-09-14,2019-09-14 01:30:50,-42.150625,106.39
1.10109,0.0414329,5.01324,18.6678,5.65049,19.7466,4.77941,2019-09-14,2019-09-14 10:48:26,-23.089775,-77.277125
1.1545,0.0422079,5.08717,19.0604,5.26565,19.4516,4.93841,2019-09-14,2019-09-14 22:21:55,37.874425,-85.00915
4.78652,3.08267,5.00386,12.8256,5.22182,19.1558,4.92373,2019-09-14,2019-09-14 10:32:42,24.583075,-78.09594999999999
1.00125,0.449643,5.06082,18.4906,5.20889,19.918,4.87078,2019-09-14,2019-09-14 06:38:18,14.079374999999999,-75.7226
1.15214,12.9312,14.99,5.66005,5.34019,9.94314,4.98327,2019-09-14,2019-09-14 23:14:03,-58.157275,93.519175
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 01:33:22,-34.38735,106.60125000000001
2.65833,0.0793854,6.84141,11.7205,9.65908,19.3756,4.66577,2019-09-14,2019-09-14 10:15:30,75.699625,-81.715875
1.00455,0.0375493,5.12033,18.8167,5.08643,19.9349,4.99949,2019-09-14,2019-09-14 22:24:35,29.930474999999998,-84.79905
19.4341,0.00991699,5.21043,3.43617,5.01363,16.9391,4.95664,2019-09-14,2019-09-14 12:03:38,72.3154,105.00550000000001
1.02315,9.71518,5.00036,9.42354,5.23023,19.8689,4.73866,2019-09-14,2019-09-14 08:30:58,32.93695,-77.185475
3.70697,4.88483,14.8394,4.46394,8.57509,13.5965,4.93329,2019-09-14,2019-09-14 04:13:14,87.796625,126.76625000000001
1.25687,0.0469373,5.09439,12.232,11.7262,19.7682,4.87544,2019-09-14,2019-09-14 01:17:30,-83.2158,98.496325
1.73781,1.2262,5.06121,15.295,7.42657,19.5831,4.6701,2019-09-14,2019-09-14 16:30:43,21.027524999999997,-81.31054999999999
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:16:29,-79.78267500000001,-74.46777499999999
1.0568,0.0256906,5.20907,14.5646,9.6943,19.5297,4.91982,2019-09-14,2019-09-14 01:09:54,-73.102025,-68.94652500000001
8.23872,4.87717,12.1599,0.0320544,7.52354,17.8026,4.36598,2019-09-14,2019-09-14 05:37:54,-14.1283,104.821
1.1671,11.4776,6.16802,2.69195,8.60003,19.9556,4.93971,2019-09-14,2019-09-14 01:03:30,-53.317375000000006,-70.963475
4.96152,13.3656,5.66734,3.54597,6.23172,16.2603,4.96754,2019-09-14,2019-09-14 01:34:58,-29.4951,106.7125
9.7706,0.984352,8.09219,14.7607,5.37372,13.8651,2.15335,2019-09-14,2019-09-14 10:00:50,60.89555,104.64025000000001
12.4002,18.2071,5.74841,2.76016,7.95891,4.98385,2.94137,2019-09-14,2019-09-14 23:38:11,15.611999999999998,95.507525
1.17128,11.5108,5.1715,6.68857,5.83481,19.9314,4.69165,2019-09-14,2019-09-14 01:09:22,-71.453075,-69.273875
2.78009,0.372045,6.70986,6.52749,17.2524,16.4459,4.91218,2019-09-14,2019-09-14 10:41:14,-1.15275,-77.6537
1.61085,4.70787,5.09776,13.8891,5.01673,19.7874,4.89034,2019-09-14,2019-09-14 10:30:18,31.771275,-78.25025000000001
2.08151,14.3561,5.27965,9.70004,7.00542,12.9685,3.60874,2019-09-14,2019-09-14 01:25:22,-58.965975,105.638
12.3513,0.00883298,5.00528,10.8285,5.01097,16.8873,4.90785,2019-09-14,2019-09-14 19:46:43,34.83625,98.10659999999999
2.29618,5.89407,5.03172,11.5424,5.36007,19.9139,4.96165,2019-09-14,2019-09-14 04:28:42,45.995250000000006,-75.380525
2.18625,0.806376,19.3943,0.868003,16.2964,10.5285,4.92022,2019-09-14,2019-09-14 01:53:06,25.292075,107.65074999999999
2.50531,2.59182,5.02453,8.86265,11.0673,19.951,4.99741,2019-09-14,2019-09-14 14:25:31,39.7266,-80.6518
6.90994,2.84901,9.36878,9.64824,5.44874,16.6276,4.14768,2019-09-14,2019-09-14 01:15:22,-88.869325,18.096725
3.03561,14.7319,5.04865,3.77692,5.06271,19.1859,4.1583,2019-09-14,2019-09-14 03:52:42,27.2551,106.60525
7.05977,0.329583,18.895,0.0958516,7.80421,17.9337,2.88185,2019-09-14,2019-09-14 01:31:30,-40.105675,106.45075
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 10:11:06,88.2269,-119.67637500000001
5.37005,0.825591,15.6748,7.79067,6.52452,14.9458,3.86857,2019-09-14,2019-09-14 01:37:38,-21.361425,106.873
5.66373,3.05813,7.60999,10.4757,12.3196,13.8406,2.0322,2019-09-14,2019-09-14 01:39:54,-14.468300000000001,106.99375
1.03964,1.27082,5.41097,15.4606,11.8941,19.7385,0.185384,2019-09-14,2019-09-14 01:13:38,-84.58955,-61.071375
1.30419,1.62013,5.07176,17.0515,5.05044,19.9027,4.99928,2019-09-14,2019-09-14 14:45:55,-21.820175,-79.47455
14.5724,15.8365,5.01062,1.20956,5.19936,8.19039,4.98118,2019-09-14,2019-09-14 03:59:46,48.288250000000005,107.19325
1.30517,2.51929,5.09405,16.4246,5.03774,19.69,4.92917,2019-09-14,2019-09-14 22:16:35,53.694725,-85.63765000000001
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 10:37:46,9.337,-77.822925
1.0203,0.00448353,8.83351,14.5628,5.63457,19.9999,4.94441,2019-09-14,2019-09-14 01:07:54,-66.9175,-69.935825
1.52512,8.49825,8.04616,12.0699,6.95266,12.9696,4.93835,2019-09-14,2019-09-14 01:26:26,-55.67915,105.83699999999999
1.12202,0.0300067,5.01889,17.8398,6.28903,19.8131,4.88717,2019-09-14,2019-09-14 04:48:42,-14.284925000000001,-74.17609999999999
1.01974,0.00686197,5.03432,11.4045,12.9501,19.7457,4.83874,2019-09-14,2019-09-14 18:08:19,84.23875,-93.176425
5.0,1.0,9.0,21.0,14.0,5.0,0.5,2019-09-14,2019-09-14 01:17:22,-83.622675,97.907825
4.51621,1.11388,10.1488,20.2196,14.4595,4.1133,0.428709,2021-04-22,2021-04-22 20:20:37,-67.081,-71.662925
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:21:17,-65.02632499999999,-71.47565
2.94367,0.335335,5.23759,22.0533,11.0302,10.9601,2.43977,2019-09-14,2019-09-14 19:37:39,7.6427499999999995,97.5445
17.8217,0.320205,6.34493,7.53304,5.77826,13.5193,3.68257,2019-09-14,2019-09-14 07:41:46,0.795925,103.9725
12.808,3.97786,5.57152,6.56974,5.26335,15.8593,4.95018,2019-09-14,2019-09-14 01:17:14,-84.02874999999999,97.238925
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 01:49:46,15.311425,107.46925
1.24517,15.6514,6.35559,1.86097,5.24975,19.8555,4.78158,2019-09-14,2019-09-14 01:27:30,-52.394875,106.004
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:09:57,-80.090025,115.56575
1.02895,0.00062565,5.17642,18.6378,5.20924,19.9719,4.97504,2019-09-14,2019-09-14 11:00:42,-60.86,-75.896875
1.714,2.85485,5.116,8.82172,11.7162,19.9415,4.83574,2019-09-14,2019-09-14 04:49:22,-16.320125,-74.141075
10.1292,0.000424629,5.22962,14.0154,5.44179,19.9218,0.261791,2019-09-14,2019-09-14 06:12:26,88.37797499999999,152.262
4.97067,0.993564,18.2362,2.40527,5.31627,19.9303,3.1477,2019-09-14,2019-09-14 01:41:22,-10.018275000000001,107.06700000000001
1.02085,0.000740204,5.07063,18.5036,5.90655,19.6473,4.85033,2019-09-14,2019-09-14 20:57:47,-68.03395,-80.46345
1.10724,0.0128559,5.05739,20.0435,5.26626,19.4282,4.08458,2019-09-14,2019-09-14 10:45:06,-12.909025,-77.4615
1.0361,0.00219035,5.04251,18.9899,5.00018,19.9881,4.94102,2019-09-14,2019-09-14 14:15:39,68.97550000000001,-82.522625
1.1449,0.0283581,12.1941,10.7909,6.27273,19.6074,4.96151,2019-09-14,2019-09-14 10:31:46,27.380975,-78.1532
1.16088,0.0239369,5.01685,17.5887,6.77684,19.5727,4.86002,2019-09-14,2019-09-14 20:43:07,-22.86295,-82.71279999999999
13.2638,0.0477901,13.3765,1.18455,5.23537,18.3464,3.54561,2019-09-14,2019-09-14 07:28:10,-40.629400000000004,103.15875000000001
1.00088,0.111625,5.03872,18.4458,12.7596,12.8935,4.74984,2019-09-14,2019-09-14 12:40:42,-2.7281500000000003,-78.7179
1.07792,0.011431,5.02941,7.5932,16.7077,19.7182,4.86208,2019-09-14,2019-09-14 11:01:30,-63.335,-75.68805
8.6743,19.5445,5.0001,1.98876,5.08661,10.0981,4.60763,2019-09-14,2019-09-14 01:22:42,-67.19177499999999,104.90375
1.0412,0.00301672,5.01655,18.7182,5.33794,19.9555,4.92757,2019-09-14,2019-09-14 12:39:06,2.1207,-78.796125
2.5085,16.1856,5.03173,2.2519,5.07136,19.3137,4.63723,2019-09-14,2019-09-14 19:15:55,-58.86087500000001,95.698825
1.51111,0.0266642,5.2173,18.3028,5.03319,19.9767,4.93222,2019-09-14,2019-09-14 10:23:06,53.220600000000005,-78.967025
1.11419,6.04023,5.06816,13.3002,5.07519,19.8378,4.56427,2019-09-14,2019-09-14 10:37:54,8.934475,-77.816325
1.03316,0.00721916,5.0027,19.9731,5.08815,19.1342,4.7614,2019-09-14,2019-09-14 01:15:14,-88.8046,3.0848749999999985
1.27965,0.11614,5.03676,19.8106,5.48162,18.356,4.91921,2019-09-14,2019-09-14 01:07:38,-66.09275,-70.029775
6.80738,5.92745,5.02799,8.89592,19.5671,4.04099,4.7332,2019-09-14,2019-09-14 14:38:51,-0.31327499999999997,-79.847125
3.14766,3.51492,5.03547,12.7975,5.6422,19.9092,4.9531,2019-09-14,2019-09-14 01:06:18,-61.969775,-70.41929999999999
1.84885,0.00729728,5.04698,17.2035,5.98991,19.9517,4.95181,2019-09-14,2019-09-14 10:12:34,84.28575000000001,-88.44162500000002
11.2773,7.88972,8.21373,10.9437,5.89268,9.54241,1.24041,2019-09-14,2019-09-14 13:32:18,-18.24475,100.3825
1.32342,2.00022,5.17776,16.7726,5.48132,19.51,4.73463,2019-09-14,2019-09-14 00:34:42,34.3566,-72.8541
1.00527,0.0304537,5.03777,18.5583,5.8091,19.6391,4.91992,2019-09-14,2019-09-14 10:58:50,-55.088499999999996,-76.2741
1.12906,0.336214,9.02036,4.5172,16.1675,19.3097,4.51996,2019-09-14,2019-09-14 01:17:46,-82.400025,99.47970000000001
2.56553,0.390523,7.0036,27.7296,6.0593,8.48266,2.76884,2019-09-14,2019-09-14 01:46:58,6.89755,107.332
1.16781,0.0163132,5.00016,17.0736,6.78479,19.9646,4.99271,2019-09-14,2019-09-14 04:59:38,-47.844825,-73.362925
1.02777,0.00169736,5.01286,19.7508,5.00034,19.301,4.90548,2019-09-14,2019-09-14 10:30:58,29.77665,-78.205025
1.04206,0.0125689,5.01441,16.541,7.77347,19.7507,4.86579,2019-09-14,2019-09-14 01:02:34,-50.435950000000005,-71.09525
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:17:57,-75.285225,-72.92224999999999
19.3357,0.00397877,5.00841,1.72517,5.5693,18.369,4.98843,2019-09-14,2019-09-14 03:19:14,-74.65282499999999,102.47075000000001
18.816,0.0442086,5.18059,5.9936,5.08291,19.8823,0.000480721,2019-09-14,2019-09-14 23:07:31,-78.39127500000001,89.76027500000001
1.17274,0.0254433,5.14447,16.6862,7.33633,19.6982,4.9367,2019-09-14,2019-09-14 02:19:30,76.39255,-77.51062499999999
1.28258,0.0243448,5.42459,17.5272,5.93117,19.9294,4.8807,2019-09-14,2019-09-14 10:21:22,58.361425,-79.262025
4.61741,6.08816,5.10049,9.94342,5.0188,19.2386,4.99308,2019-09-14,2019-09-14 10:25:22,46.485325,-78.6781
1.29284,0.00742352,5.01967,6.67993,17.4817,19.5882,4.93021,2019-09-14,2019-09-14 08:21:06,62.293475,-78.45689999999999
8.03376,0.00501147,6.80742,10.5583,5.04452,19.6796,4.87144,2019-09-14,2019-09-14 11:12:02,-83.859075,91.811
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:12:13,-86.920425,127.38624999999999
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:19:25,-70.77607499999999,-72.098575
2.24076,3.55328,5.00538,16.0224,5.06086,18.126,4.99131,2019-09-14,2019-09-14 10:22:34,54.803275,-79.04939999999999
1.05227,0.000628262,5.4545,18.6707,5.09607,19.953,4.77287,2019-09-14,2019-09-14 22:42:19,-23.610975,-83.78535000000001
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:18:21,-74.056425,-72.651775
3.63444,3.24348,5.4142,11.707,6.26159,19.7398,4.99949,2019-09-14,2019-09-14 17:52:35,49.12165,99.666725
1.15962,0.00722437,5.02814,18.3944,5.73765,19.7215,4.95144,2019-09-14,2019-09-14 14:12:59,76.8322,-84.35402500000001
1.06816,0.0172112,5.10069,18.5646,5.28163,19.9762,4.99151,2019-09-14,2019-09-14 10:18:58,65.46652499999999,-79.858375
13.4022,0.0243514,5.6933,6.5852,5.1218,19.1752,4.99793,2019-09-14,2019-09-14 01:19:14,-77.88990000000001,102.50825
1.25964,7.96754,10.7036,9.33812,8.32279,13.6155,3.79279,2019-09-14,2019-09-14 23:22:59,-30.6019,94.62775
15.0503,11.5489,6.24006,3.76729,5.07549,13.0994,0.218576,2019-09-14,2019-09-14 23:22:51,-31.011400000000002,94.61762499999999
12.7816,0.00129611,5.02049,8.0308,5.39621,18.9552,4.81435,2019-09-14,2019-09-14 01:19:38,-76.65660000000001,102.97775000000001
1.08112,0.03265,5.09818,18.9543,5.12179,19.7286,4.98333,2019-09-14,2019-09-14 01:06:50,-63.618825,-70.27765
1.10791,0.0020888,5.0706,10.9126,13.4145,19.5631,4.92925,2019-09-14,2019-09-14 14:29:15,28.582975,-80.37045
1.01628,0.0414812,5.07894,18.4378,5.53122,19.8967,4.99765,2019-09-14,2019-09-14 18:14:51,65.064675,-84.276025
1.25526,0.000863334,5.04348,18.6289,5.26462,19.8429,4.96395,2019-09-14,2019-09-14 01:02:02,-48.790125,-71.16315
3.19447,0.0477595,7.50378,17.0971,7.65385,19.2967,0.206305,2019-09-14,2019-09-14 21:23:07,-33.414725,95.6575
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:14:53,-84.65505,-79.153875
1.1577,0.00205136,5.06362,18.8789,5.02099,19.9996,4.87709,2019-09-14,2019-09-14 14:42:19,-10.838899999999999,-79.673125
1.12777,4.50224,5.0,10.3666,9.46782,19.5432,4.9924,2019-09-14,2019-09-14 01:21:14,-71.719125,104.22800000000001
1.0967,0.0405531,5.37728,18.7839,5.0556,19.6644,4.98162,2019-09-14,2019-09-14 01:07:22,-65.2681,-70.117775
8.20356,19.1535,5.79087,6.40898,6.6111,3.99272,4.83924,2019-09-14,2019-09-14 01:40:58,-11.231125,107.04724999999999
1.07989,0.0768361,5.17693,6.82969,17.3687,19.7796,4.68831,2019-09-14,2019-09-14 00:54:26,-25.414524999999998,-71.8026
5.36077,1.00065,14.0797,4.33438,5.58832,19.9678,4.66846,2019-09-14,2019-09-14 03:23:14,-62.304899999999996,104.29075
19.7423,0.269738,5.23161,3.07989,7.43991,14.5592,4.67738,2019-09-14,2019-09-14 03:39:22,-12.885175,105.93074999999999
1.20417,1.77745,13.8898,7.6634,5.59398,19.9978,4.87342,2019-09-14,2019-09-14 10:45:54,-15.348575,-77.419625
5.0,1.0,9.0,21.0,14.0,5.0,0.5,2019-09-14,2019-09-14 10:47:14,-19.419874999999998,-77.3468
12.9152,0.0118385,9.02072,18.3081,8.23456,5.19816,1.31143,2021-04-22,2021-04-22 20:13:41,-88.160325,-99.349225
1.47019,0.290304,10.0803,12.1596,11.9101,14.7198,4.36972,2019-09-14,2019-09-14 01:34:18,-31.532549999999997,106.66775
2.3775,15.9988,9.56831,5.44036,5.39781,13.062,3.1552,2019-09-14,2019-09-14 03:41:54,-5.207225,106.05475
18.6069,0.0993533,5.04282,1.25775,5.05039,19.9479,4.99485,2019-09-14,2019-09-14 00:09:38,71.23395,111.227
1.47006,0.190857,5.34383,15.9662,8.32536,18.8327,4.87103,2019-09-14,2019-09-14 10:34:02,20.580450000000003,-78.0188
2.12942,2.41577,5.64895,15.08,5.03665,19.8073,4.88196,2019-09-14,2019-09-14 10:16:26,72.948825,-81.0009
5.20994,3.00239,7.38646,9.96081,7.34098,18.2904,3.80901,2019-09-14,2019-09-14 01:46:18,4.8900250000000005,107.30025
1.8958,10.3648,5.03015,11.3923,5.02202,16.4083,4.88662,2019-09-14,2019-09-14 10:31:22,28.5791,-78.17884999999998
1.39822,1.00359,5.10318,12.9504,9.71545,19.9962,4.83295,2019-09-14,2019-09-14 12:20:50,56.79435,-80.2645
1.02668,0.0203753,9.30376,0.358589,19.8733,19.4657,4.95157,2019-09-14,2019-09-14 11:08:42,-85.535375,-63.59375000000001
12.7604,8.96172,6.7997,0.780221,6.97809,14.6549,4.06499,2019-09-14,2019-09-14 01:25:30,-58.554975,105.66499999999999
2.26294,17.298,6.33086,0.637369,5.64629,17.9448,4.87969,2019-09-14,2019-09-14 03:39:46,-11.671275,105.95075
1.0982,0.0180049,5.01073,9.41521,15.3269,19.2397,4.89132,2019-09-14,2019-09-14 16:14:35,68.98395,-83.64840000000001
1.00838,0.16541,5.19823,13.0681,11.1174,19.4626,4.97988,2019-09-14,2019-09-14 20:19:15,48.92145,-84.2969
11.646,3.62262,5.00916,5.98751,5.00382,18.7498,4.98115,2019-09-14,2019-09-14 10:16:10,73.7353,-81.1812
9.73404,0.0191641,5.2859,15.1501,5.01843,19.7802,0.0122061,2019-09-14,2019-09-14 12:07:06,82.491575,109.95075
1.0805,0.0313024,5.0253,18.4377,5.7534,19.7464,4.92535,2019-09-14,2019-09-14 06:23:38,57.920674999999996,-77.0408
1.19851,11.0657,10.0693,2.00086,7.95231,19.0481,3.66529,2019-09-14,2019-09-14 01:42:58,-5.173025,107.14375
1.07061,0.00260458,5.03166,19.2494,5.02055,19.7023,4.92287,2019-09-14,2019-09-14 06:13:22,87.921425,-108.931825
2.90884,2.41734,5.00028,6.44587,15.9601,17.368,4.89962,2019-09-14,2019-09-14 17:14:03,-67.887825,95.935475
1.03422,0.00257136,5.23328,18.9517,5.01332,19.9328,4.83216,2019-09-14,2019-09-14 12:44:50,-15.301549999999999,-78.50789999999999
1.00454,2.41729,5.0107,16.5717,5.00734,19.9933,4.99511,2019-09-14,2019-09-14 12:29:06,32.19645,-79.354825
16.7326,0.0276227,6.64348,5.38073,9.2626,13.4464,3.5065,2019-09-14,2019-09-14 15:46:19,27.286925,100.09247500000001
1.66596,19.7775,5.18939,6.63651,5.10848,11.6354,4.98672,2019-09-14,2019-09-14 19:17:15,-54.737300000000005,95.96170000000001
4.60336,13.6821,5.01355,13.8775,5.13636,7.91016,4.77696,2019-09-14,2019-09-14 01:00:34,-44.267375,-71.327075
2.43133,4.21598,5.97265,16.0062,5.95553,19.8901,0.528229,2019-09-14,2019-09-14 01:35:54,-26.645475,106.7715
2.22082,0.0371257,6.3039,17.5281,6.81271,17.2139,4.88349,2019-09-14,2019-09-14 01:05:06,-58.260324999999995,-70.686275
1.00001,3.2643,5.0339,15.2889,6.19278,19.2797,4.94048,2019-09-14,2019-09-14 22:20:03,43.42125,-85.18792499999999
2.9027,3.98444,6.13911,6.6319,18.1638,13.615,3.56298,2019-09-14,2019-09-14 01:48:58,12.9104,107.42925000000001
2.85497,5.05528,5.05738,12.3904,5.02162,19.8728,4.74756,2019-09-14,2019-09-14 13:16:26,-67.030175,98.297125
1.06995,0.00373316,5.01195,9.31224,14.8778,19.7494,4.97488,2019-09-14,2019-09-14 10:10:26,88.5668,73.35799999999998
1.06577,0.0352612,5.02089,18.8324,5.51232,19.6513,4.88212,2019-09-14,2019-09-14 00:27:30,55.8227,-73.627675
3.26955,3.4335,6.15538,10.4312,7.1571,19.9607,4.59259,2019-09-14,2019-09-14 20:38:11,-7.836575,-82.99445
3.48653,0.000538216,5.03317,16.2164,5.37368,19.988,4.90165,2019-09-14,2019-09-14 19:14:11,-64.225875,95.23997499999999
5.32033,5.28859,9.75946,3.57087,6.28303,19.8319,4.94583,2019-09-14,2019-09-14 03:32:42,-33.205,105.5375
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:11:57,-86.13659999999999,123.77149999999999
4.13585,6.15198,8.74744,6.26605,5.20482,19.6409,4.85296,2019-09-14,2019-09-14 10:44:42,-11.6901,-77.48219999999999
2.68104,4.77737,6.97727,23.911,5.0224,6.63164,4.99924,2019-09-14,2019-09-14 17:12:59,-71.19024999999999,95.409775
5.56502,15.2554,5.22094,10.4557,5.04553,8.63589,4.82151,2019-09-14,2019-09-14 01:20:42,-73.365325,103.893
19.55,0.00666716,5.31199,1.76029,5.05423,18.5489,4.76797,2019-09-14,2019-09-14 21:10:03,-73.78535,92.5608
1.84581,5.02564,5.19952,12.679,5.45161,19.9883,4.81012,2019-09-14,2019-09-14 01:02:26,-50.024425,-71.11285000000001
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 01:39:38,-15.2783,106.98
3.12058,7.6498,5.09975,5.76404,8.858,19.9861,4.52171,2019-09-14,2019-09-14 01:06:02,-61.145275000000005,-70.484375
1.13732,2.43117,5.03464,15.5682,6.09151,19.7531,4.98409,2019-09-14,2019-09-14 10:30:42,30.574675,-78.22290000000001
1.36742,0.0377836,5.27529,23.0968,8.81651,13.0627,3.34348,2019-09-14,2019-09-14 10:38:58,5.71125,-77.763575
1.02448,0.00133605,5.00641,22.6716,6.22713,19.9187,0.150338,2019-09-14,2019-09-14 18:04:59,85.60310000000001,113.52525
2.45001,7.67873,5.06522,1.25157,13.623,19.9948,4.93675,2019-09-14,2019-09-14 23:47:39,43.916174999999996,96.22219999999999
3.19278,3.10248,5.02728,14.0855,6.23336,18.5456,4.81304,2019-09-14,2019-09-14 10:17:22,70.194475,-80.48197499999999
10.1096,5.65287,12.2081,2.16379,7.60541,17.2298,0.0304551,2019-09-14,2019-09-14 05:53:22,32.408225,105.63275
1.00113,0.0895007,5.16887,7.10155,17.3249,19.3588,4.95524,2019-09-14,2019-09-14 00:36:34,28.764049999999997,-72.727975
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:09:17,-78.0595,114.69200000000001
1.03664,0.00229592,5.17189,22.1783,5.02257,19.7638,1.82447,2019-09-14,2019-09-14 10:13:22,81.96199999999999,-85.17385
7.80288,6.50633,11.3762,7.12223,11.9861,6.72864,3.47763,2019-09-14,2019-09-14 17:30:19,-17.821675,98.1973
5.06031,0.0225935,5.92481,12.5996,8.10553,18.7225,4.56466,2019-09-14,2019-09-14 10:26:10,44.104575000000004,-78.5939
1.37257,0.00972046,5.64796,18.9744,5.45925,18.7681,4.76791,2019-09-14,2019-09-14 10:30:10,32.170049999999996,-78.259675
1.21791,1.10176,5.04874,17.8352,5.29685,19.835,4.66453,2019-09-14,2019-09-14 10:45:22,-13.721899999999998,-77.447725
1.05603,0.000138628,5.08379,19.1189,5.16747,19.6662,4.90744,2019-09-14,2019-09-14 17:00:59,-71.476325,-77.788325
15.3761,0.0342092,5.11892,4.73389,5.06157,19.7761,4.89924,2019-09-14,2019-09-14 01:23:30,-64.722925,105.17224999999999
1.00867,0.0367238,5.06116,14.0841,10.2281,19.6524,4.92887,2019-09-14,2019-09-14 19:00:59,-74.71155,-78.07015
1.0356,0.0312341,5.75198,17.6304,5.65643,19.9062,4.98812,2019-09-14,2019-09-14 10:35:46,15.367,-77.924875
1.00182,0.499288,5.11454,19.3838,5.04207,19.0393,4.91917,2019-09-14,2019-09-14 10:42:34,-5.1998750000000005,-77.58895
6.08216,2.29206,5.0395,11.9471,5.00821,19.7901,4.84084,2019-09-14,2019-09-14 12:08:42,87.038925,124.35675
1.08983,0.0164454,5.00497,20.2903,5.13028,18.5347,4.93348,2019-09-14,2019-09-14 10:47:22,-19.827375000000004,-77.339325
1.80025,0.0287483,5.01446,9.41594,13.7678,19.982,4.99084,2019-09-14,2019-09-14 01:04:42,-57.02425,-70.76325
1.07445,0.101059,5.20837,18.3568,5.6425,19.6298,4.98702,2019-09-14,2019-09-14 18:34:59,5.023999999999999,-82.1203
1.05644,0.0520704,7.24508,17.5057,5.04165,19.469,4.63007,2019-09-14,2019-09-14 10:31:30,28.179775,-78.17025
5.0,1.0,9.0,21.0,14.0,5.0,0.5,2019-09-14,2019-09-14 01:26:02,-56.911424999999994,105.7665
3.15851,0.0155397,5.00929,18.1109,5.01298,18.8908,4.80198,2019-09-14,2019-09-14 18:04:27,84.08157499999999,109.41225
1.00002,0.039935,10.046,11.5139,7.92416,19.7617,4.71429,2019-09-14,2019-09-14 06:57:06,-43.2646,-74.608625
1.75217,0.0419306,5.39293,17.8986,5.62168,19.8537,4.43894,2019-09-14,2019-09-14 10:25:30,46.0887,-78.663525
1.13195,2.38424,5.06031,16.5209,5.0313,19.9129,4.95841,2019-09-14,2019-09-14 12:22:18,52.444975,-80.02850000000001
1.01667,0.0183619,5.37058,19.1785,5.17266,19.2771,4.96614,2019-09-14,2019-09-14 10:37:06,11.348674999999998,-77.85625
1.01499,0.00402885,5.17658,19.345,5.1008,19.3607,4.99798,2019-09-14,2019-09-14 08:32:34,28.147125000000003,-77.077625
1.04631,0.0235112,5.98992,17.3195,6.08938,19.8523,4.67903,2019-09-14,2019-09-14 10:48:02,-21.8659,-77.30095
1.11012,0.160192,5.51461,18.3112,5.02392,19.9785,4.90145,2019-09-14,2019-09-14 10:26:42,42.5163,-78.541775
1.00444,12.9674,12.4378,10.0944,5.72847,8.3801,4.38752,2019-09-14,2019-09-14 11:48:02,26.03015,102.2355
1.10816,0.0017932,5.08502,18.0249,6.47506,19.4316,4.87353,2019-09-14,2019-09-14 15:00:43,-67.40889999999999,-77.37750000000001
1.0533,0.00470687,5.29471,28.8175,5.02406,9.96261,4.84308,2019-09-14,2019-09-14 11:13:22,-79.76689999999999,95.969625
1.60817,0.00863042,10.6819,10.4345,8.42738,19.9625,3.87689,2019-09-14,2019-09-14 01:38:50,-17.709799999999998,106.93825
1.1584,0.0658962,5.11831,15.8955,8.00789,19.7833,4.97061,2019-09-14,2019-09-14 14:57:47,-58.331975,-78.22337499999999
4.8456,4.41256,5.33784,10.2361,5.42676,19.9051,4.83611,2019-09-14,2019-09-14 07:24:58,-50.46662499999999,102.8065
1.74521,0.412875,9.72394,27.0885,9.19792,5.9512,0.880302,2019-09-14,2019-09-14 01:37:30,-21.76755,106.86574999999999
